ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0553582682,"Guinness World Records 2000 (Guinness Book of Records, 2000)",Nic Kynaston,2000,Bantam Books,http://images.amazon.com/images/P/0553582682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582682.01.LZZZZZZZ.jpg
0874773873,Satisfaction guaranteed: Simply sumptuous mail-order foods with recipes and menus for fast and fabulous meals,Linda West Eckhardt,1986,Distributed by St. Martin's Press,http://images.amazon.com/images/P/0874773873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874773873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874773873.01.LZZZZZZZ.jpg
0140542426,Take Time to Relax! (Picture Puffins),Nancy L. Carlson,1993,Puffin Books,http://images.amazon.com/images/P/0140542426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140542426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140542426.01.LZZZZZZZ.jpg
0425064921,Dancers of Arun,Elizabeth A. Lynn,1983,Berkley Publishing Group,http://images.amazon.com/images/P/0425064921.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425064921.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425064921.01.LZZZZZZZ.jpg
0425190048,A Gathering Place: A Cape Light Novel,Thomas Kinkade,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425190048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425190048.01.LZZZZZZZ.jpg
1572971878,The Frighteners: A Novel,Michael Jahn,1996,Berkley Publishing Group,http://images.amazon.com/images/P/1572971878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572971878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572971878.01.LZZZZZZZ.jpg
0890090572,Original Illustrated Sherlock Holmes,Arthur Conan Doyle,1991,Castle Books,http://images.amazon.com/images/P/0890090572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890090572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890090572.01.LZZZZZZZ.jpg
0394351371,Business communication today,Courtland L BovÃ©e,1986,Random House,http://images.amazon.com/images/P/0394351371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394351371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394351371.01.LZZZZZZZ.jpg
1583481052,The Acorn Stories,Duane Simolke,2000,iUniverse.com,http://images.amazon.com/images/P/1583481052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1583481052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1583481052.01.LZZZZZZZ.jpg
0822005425,Steinbeck's the Grapes of Wrath (Cliffs Notes),James L. Roberts,1988,John Wiley &amp; Sons,http://images.amazon.com/images/P/0822005425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822005425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822005425.01.LZZZZZZZ.jpg
0910019681,Business Buy the Bible: Financial Wisdom of the Ancients,Wade Cook,1997,Lighthouse Publishing Group,http://images.amazon.com/images/P/0910019681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0910019681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0910019681.01.LZZZZZZZ.jpg
0786862947,A Promise of Justice : The Eighteen-Year Fight to Save Four Innocent Men,David Protess,1998,Hyperion Books,http://images.amazon.com/images/P/0786862947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786862947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786862947.01.LZZZZZZZ.jpg
0385490615,Notes on the Kitchen Table,BOB GREENE,1998,Doubleday,http://images.amazon.com/images/P/0385490615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490615.01.LZZZZZZZ.jpg
0743223233,"War in a Time of Peace: Bush, Clinton, and the Generals",David Halberstam,2002,Scribner,http://images.amazon.com/images/P/0743223233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743223233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743223233.01.LZZZZZZZ.jpg
0312139586,Dead Reckoning,Susan LaTour,1995,St. Martin's Minotaur,http://images.amazon.com/images/P/0312139586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312139586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312139586.01.LZZZZZZZ.jpg
0803893671,"Daytrips London: 50 One Day Adventures by Rail or Car, in and Around London and Southern England (Daytrips London)",Earl Steinbicker,1995,Hastings House Book Publishers,http://images.amazon.com/images/P/0803893671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803893671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803893671.01.LZZZZZZZ.jpg
0330355902,The people's game: Australia in international one-day cricket,Geoff Armstrong,1994,Ironbark,http://images.amazon.com/images/P/0330355902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330355902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330355902.01.LZZZZZZZ.jpg
0066236207,Superdog : The Heart of a Hero,Caralyn Buehner,2004,HarperCollins,http://images.amazon.com/images/P/0066236207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066236207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066236207.01.LZZZZZZZ.jpg
0425100413,The Regatta Mystery and Other Stories,Agatha Christie,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425100413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425100413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425100413.01.LZZZZZZZ.jpg
0441790895,Summit,William McGivern,1986,Diamond Books (NY),http://images.amazon.com/images/P/0441790895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441790895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441790895.01.LZZZZZZZ.jpg
0965126811,"The Myths That Divide Us: How Lies Have Poisoned American Race Relations, Second Edition",John Perazzo,1999,World Studies Books,http://images.amazon.com/images/P/0965126811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965126811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965126811.01.LZZZZZZZ.jpg
0451174496,Fat Counter Guide,Consumer Guide,1992,New Amer Library (Mm),http://images.amazon.com/images/P/0451174496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451174496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451174496.01.LZZZZZZZ.jpg
0449220664,A Very Venetian Murder,Haughton Murphy,1993,Fawcett Books,http://images.amazon.com/images/P/0449220664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449220664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449220664.01.LZZZZZZZ.jpg
8433912607,El caballo y el mono (ContraseÃ±as),Andreu MartÃ­n,1984,Editorial Anagrama,http://images.amazon.com/images/P/8433912607.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8433912607.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8433912607.01.LZZZZZZZ.jpg
8831772252,Amore a Marsiglia (Farfalle),Francesca Mazzucato,1999,Marsilio,http://images.amazon.com/images/P/8831772252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8831772252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8831772252.01.LZZZZZZZ.jpg
0805051511,Raising Your Emotional Intelligence: A Practical Guide,Jeanne Segal,1997,Owl Books (NY),http://images.amazon.com/images/P/0805051511.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805051511.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805051511.01.LZZZZZZZ.jpg
0441659489,Perchance to dream,Mack Reynolds,1977,Ace Books,http://images.amazon.com/images/P/0441659489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441659489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441659489.01.LZZZZZZZ.jpg
0312978766,Midnight Come Again (A Kate Shugak Novel),Dana Stabenow,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312978766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312978766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312978766.01.LZZZZZZZ.jpg
0812517865,Fiends,John Farris,1990,Tor Books,http://images.amazon.com/images/P/0812517865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812517865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812517865.01.LZZZZZZZ.jpg
0060236264,The Tarantula in My Purse : and 172 Other Wild Pets,Jean Craighead George,1996,HarperCollins,http://images.amazon.com/images/P/0060236264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060236264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060236264.01.LZZZZZZZ.jpg
1570716439,Zen Meditations on Being a Mother (Zen Meditations),Roni Jay,2000,Sourcebooks,http://images.amazon.com/images/P/1570716439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570716439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570716439.01.LZZZZZZZ.jpg
0843946792,Texas Empires: Longhorn (Texas Empires),Evelyn Rogers,2000,Leisure Books,http://images.amazon.com/images/P/0843946792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843946792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843946792.01.LZZZZZZZ.jpg
0856488380,Dream Thief,Stephen Lawhead,2002,Lion Publishing Corporation,http://images.amazon.com/images/P/0856488380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0856488380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0856488380.01.LZZZZZZZ.jpg
0373117469,"Passionate Possession (Harlequin Presents, No 1746)",David P. Jordan,1995,Harlequin,http://images.amazon.com/images/P/0373117469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373117469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373117469.01.LZZZZZZZ.jpg
0425182126,Audrey Hepburn,Barry Paris,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425182126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182126.01.LZZZZZZZ.jpg
0451179706,Due Diligence,A. Michael Kahn,1996,Onyx Books,http://images.amazon.com/images/P/0451179706.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451179706.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451179706.01.LZZZZZZZ.jpg
0385116632,Bloody Mary,Carolly Erickson,1978,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385116632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385116632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385116632.01.LZZZZZZZ.jpg
0894713396,The 35mm handbook: A complete course from basic techniques to professional applications,Michael Freeman,1985,Courage Books,http://images.amazon.com/images/P/0894713396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894713396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894713396.01.LZZZZZZZ.jpg
0316737372,How to Train Your Dragon,Cressida Cowell,2004,"Little, Brown",http://images.amazon.com/images/P/0316737372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316737372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316737372.01.LZZZZZZZ.jpg
0451628063,New American Dictionary of Business and Finance,Jay M. Shafritz,1990,New Amer Library,http://images.amazon.com/images/P/0451628063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451628063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451628063.01.LZZZZZZZ.jpg
0523008244,"Colorado Kill-Zone (The Executioner, #25)",Don Pendleton,1976,Pinnacle,http://images.amazon.com/images/P/0523008244.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0523008244.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0523008244.01.LZZZZZZZ.jpg
8489847487,"Guardias Civiles, Esos Ciudadanos Uniformados: 25 A~nos de Lucha Por La Democratizacion y El Asociacionismo En La Guardia Civil, 1976-2001: 25 Visione",Fernando Carrillo,2001,Germania,http://images.amazon.com/images/P/8489847487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8489847487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8489847487.01.LZZZZZZZ.jpg
0571100481,80 English Folk Songs from the Southern Appalachians,Cecil J. Sharp,1968,Faber and Faber Ltd,http://images.amazon.com/images/P/0571100481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571100481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571100481.01.LZZZZZZZ.jpg
0740743406,Still Pickled After All These Years : A Pickles Book (Pickles),Brian Crane,2004,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740743406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740743406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740743406.01.LZZZZZZZ.jpg
0553286366,"Friend Against Friend (Sweet Valley High, No 69)",Francine Pascal,1990,Bantam Books,http://images.amazon.com/images/P/0553286366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553286366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553286366.01.LZZZZZZZ.jpg
0312915799,Deadly Medicine,Dan Reed,1989,St. Martin's Press,http://images.amazon.com/images/P/0312915799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312915799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312915799.01.LZZZZZZZ.jpg
0720708400,Pears Cyclopedia 1975-76 : A Book of Background Information and Reference for Everyday Use,Mary Barker,1975,"Transatlantic Arts, Incorporated",http://images.amazon.com/images/P/0720708400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0720708400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0720708400.01.LZZZZZZZ.jpg
089480300X,Baby Let's Eat!,Rena Coyle,1987,Workman Publishing,http://images.amazon.com/images/P/089480300X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480300X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480300X.01.LZZZZZZZ.jpg
0921881053,Don't: A Woman's Word,Elly Danica,1988,Ragweed Press,http://images.amazon.com/images/P/0921881053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0921881053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0921881053.01.LZZZZZZZ.jpg
089107919X,This Present Darkness,Frank E. Peretti,1996,Good News Pub,http://images.amazon.com/images/P/089107919X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089107919X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089107919X.01.LZZZZZZZ.jpg
0812584597,The Barefoot Brigade,Douglas C. Jones,1989,Tor Books,http://images.amazon.com/images/P/0812584597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812584597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812584597.01.LZZZZZZZ.jpg
0889740321,Food and Spirits,Beth Brant,1997,Press Gang Publishers,http://images.amazon.com/images/P/0889740321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0889740321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0889740321.01.LZZZZZZZ.jpg
055347880X,The Loop,Nicholas Evans,1998,Bantam Audio Publishing,http://images.amazon.com/images/P/055347880X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055347880X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055347880X.01.LZZZZZZZ.jpg
0814806783,The Chinese cuisine I love,Jules Jerome Bond,1977,Leon Amiel,http://images.amazon.com/images/P/0814806783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0814806783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0814806783.01.LZZZZZZZ.jpg
0688007481,Alice in Puzzle-Land,Raymond Smullyan,1986,Smithmark Pub,http://images.amazon.com/images/P/0688007481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688007481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688007481.01.LZZZZZZZ.jpg
0425175235,Mind over Back Pain: A Radically New Approach to the Diagnosis and Treatment of Back Pain,John E. Sarno,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425175235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425175235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425175235.01.LZZZZZZZ.jpg
0782127533,MCSE: Windows 2000 Professional Exam Notes Exam 70-210,Matthew Sheltz,2000,Sybex Inc,http://images.amazon.com/images/P/0782127533.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0782127533.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0782127533.01.LZZZZZZZ.jpg
0893755346,Goofy Ghost (Giant First Start Reader),Sharon Peters,1988,Troll Communications,http://images.amazon.com/images/P/0893755346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0893755346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0893755346.01.LZZZZZZZ.jpg
0586063919,JAMES BOND AUTHORISED BIOG,John Pearson,1986,HarperCollins Publishers,http://images.amazon.com/images/P/0586063919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0586063919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0586063919.01.LZZZZZZZ.jpg
0872203492,Plato Complete Works,Plato,1997,Hackett Publishing Company,http://images.amazon.com/images/P/0872203492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872203492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872203492.01.LZZZZZZZ.jpg
037371145X,The Replacement  (Twins),Anne Marie Duquette,2003,Harlequin,http://images.amazon.com/images/P/037371145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037371145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037371145X.01.LZZZZZZZ.jpg
1577486188,"Somewhere a Rainbow (Heartsong Presents, # 338)",Yvonne Lehman,1999,"Barbour Publishing, Inc.",http://images.amazon.com/images/P/1577486188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577486188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577486188.01.LZZZZZZZ.jpg
0671437933,What Do Women Want?,Dan Greenberg,1982,Wyndham Publications,http://images.amazon.com/images/P/0671437933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671437933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671437933.01.LZZZZZZZ.jpg
0789438372,Cat's Christmas,Bruce Fogle,1998,Dk Pub,http://images.amazon.com/images/P/0789438372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789438372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789438372.01.LZZZZZZZ.jpg
8478443746,El Diablo de Los Numeros,Hans Magnus Enzensberger,1998,Siruela,http://images.amazon.com/images/P/8478443746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478443746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478443746.01.LZZZZZZZ.jpg
0932085679,"One Heart, One Mind: Walking with God Day by Day (Emmaus Journey Bible Study)",Rich Cleveland,2002,Word Among Us Press,http://images.amazon.com/images/P/0932085679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0932085679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0932085679.01.LZZZZZZZ.jpg
0684818299,"Many Rivers to Cross : Of Good Running Water, Native Trout, and the Remains Of Wilderness",M.r. Montgomery,1996,Touchstone,http://images.amazon.com/images/P/0684818299.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684818299.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684818299.01.LZZZZZZZ.jpg
057120354X,Awful End (Eddie Dickens Trilogy S.),Philip Ardagh,2000,Faber Children's Books,http://images.amazon.com/images/P/057120354X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/057120354X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/057120354X.01.LZZZZZZZ.jpg
0393000710,"The Writer on Her Work, Volume One",Janet Sternberg,1992,W W Norton &amp; Co Inc,http://images.amazon.com/images/P/0393000710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393000710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393000710.01.LZZZZZZZ.jpg
003001946X,House of all nations,Christina Stead,1972,"Holt, Rinehart and Winston",http://images.amazon.com/images/P/003001946X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/003001946X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/003001946X.01.LZZZZZZZ.jpg
3423202718,"Pu der BÃ?Â¤r, Ferkel und die Tugend des Nichtstuns. Der weise BÃ?Â¤r auf den Spuren des Lao-tse.",Benjamin Hoff,1999,Dtv,http://images.amazon.com/images/P/3423202718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423202718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423202718.01.LZZZZZZZ.jpg
0425061426,Slipping Down Life/A,Anne Tyler,1983,Berkley Publishing Group,http://images.amazon.com/images/P/0425061426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425061426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425061426.01.LZZZZZZZ.jpg
1576738469,The Protector (O'Malley #4),Dee Henderson,2001,Multnomah,http://images.amazon.com/images/P/1576738469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576738469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576738469.01.LZZZZZZZ.jpg
